season,game_id,l2m_events,incorrect_events,mean_sori,max_sori,top_decile_event_sori
2020-21,0022000658,40,2,0.056801724086682034,0.4142915495693472,0.06110540672810116
2022-23,0022200655,12,0,0.1964396682313879,0.35141769691966984,0.35141769691966984
2022-23,0022200702,19,4,0.16991817422531774,0.35141769691966984,0.35141769691966984
2021-22,0022101013,11,0,0.1596223043070766,0.35141769691966984,0.35141769691966984
2022-23,0022200963,13,0,0.15485118237562304,0.35141769691966984,0.35141769691966984
2022-23,0022201178,20,1,0.15200825981762062,0.35141769691966984,0.35141769691966984
2022-23,0022200380,13,2,0.14153772408672605,0.35141769691966984,0.3415185960643167
2024-25,0022400807,10,3,0.13952064642513534,0.35141769691966984,0.35141769691966984
2024-25,0022400917,12,2,0.13839499438213862,0.35141769691966984,0.3415185960643167
2021-22,0022100897,16,2,0.13791945468840972,0.35141769691966984,0.3415185960643167
2018-19,0021801219,11,0,0.13117516780006452,0.35141769691966984,0.35141769691966984
2022-23,0022200913,21,1,0.12520497307642067,0.35141769691966984,0.35141769691966984
2021-22,0022100320,9,1,0.12297860142226003,0.35141769691966984,0.34349841623538735
2022-23,0022200367,20,1,0.12266523298847284,0.35141769691966984,0.35141769691966984
2019-20,0021900486,22,1,0.12244709473859126,0.35141769691966984,0.3415185960643167
2022-23,0022200670,17,0,0.1206498189692598,0.35141769691966984,0.345478236406458
2023-24,0022300392,14,1,0.11971969036476815,0.35141769691966984,0.3415185960643167
2024-25,0022400123,17,3,0.11836775061441089,0.35141769691966984,0.35141769691966984
2021-22,0022100420,30,5,0.11733621080740336,0.35141769691966984,0.34250850614985207
2021-22,0022100478,17,3,0.11469291555755205,0.35141769691966984,0.3415185960643167
